split,level_1,u1,u2,z,n_x,n_t,n_y,x,t,y,y0,y1,name,diff_z,z_actual,diff_x,x_actual
train,1676,0.083261244,-0.07409419,-0.8005438,-0.039708085,-0.068817444,-0.04029333,0.11764734,1.0,1.093728,0.09372795,1.093728,train/0805n02a3s215.png,0.033524483,-0.7670193,-0.07753841,0.040108934
train,1677,-0.54165703,0.19313131,-1.3968782,-0.007079369,0.0114606945,-0.104600705,-0.7418677,1.0,2.8755915,1.8755915,2.8755915,train/0565n01a3s089.png,0.004301412,-1.3925768,0.086991385,-0.65487635
train,1678,-0.4776095,0.22310424,-0.09201739,0.0015230664,0.060372688,0.039189514,-0.6991907,0.0,0.5864259,0.5864259,1.5864258,train/0637n06a3s310.png,-0.050931774,-0.14294916,-0.018124605,-0.71731526
train,1679,-0.20171393,-0.32220277,0.67121756,-0.022002501,0.07734046,0.024055563,0.098486334,0.0,-0.7437341,-0.7437341,0.25626588,train/0066n01a3s449.png,0.018989319,0.6902069,0.0056679435,0.104154274
train,1680,-0.6811909,0.2464692,-0.7029555,0.029449994,-0.028388122,0.038364246,-0.8982101,0.0,1.6037016,1.6037016,2.6037016,train/0103n01a1s069.png,-0.006052772,-0.7090083,-0.041952595,-0.9401627
train,1681,0.23152807,1.0648679,1.5556626,-0.011155855,-0.01054985,-0.009597391,-0.84449565,1.0,-1.5283161,-2.5283163,-1.5283161,train/0119n02a1s196.png,-0.026579015,1.5290836,0.035995964,-0.8084997
train,1682,-0.21006314,-0.5794084,0.76260203,0.083582334,-0.010357695,0.038516518,0.4529276,0.0,-0.80395925,-0.80395925,0.19604081,train/0066n02a3s576.png,0.02288525,0.7854873,-0.078302495,0.3746251
train,1683,-0.2930021,-0.1454993,-0.50944614,-0.029599711,-0.038787223,0.00038574208,-0.1771025,1.0,1.5958362,0.59583616,1.5958362,train/0471n01a1s063.png,0.05283024,-0.4566159,0.030885993,-0.14621651
train,1684,-1.11134,1.0346448,-0.69185233,-0.028719459,-0.029828457,0.0515246,-2.1747043,1.0,3.466057,2.466057,3.466057,train/0329n03a1s080.png,-0.017870802,-0.7097231,0.2782532,-1.8964511
train,1685,0.13684854,0.07888675,-1.3900845,0.01110089,0.08179932,0.073769346,0.06906268,0.0,0.6901568,0.6901568,1.6901567,train/0978n05a3s244.png,0.08301247,-1.307072,-0.2229096,-0.15384692
train,1686,0.49030536,0.9771512,-0.15659198,-0.04694982,-0.062346786,-0.00577386,-0.53379565,0.0,-1.3297926,-1.3297926,-0.3297926,train/0241n04a1s108.png,0.017996969,-0.13859501,-0.024663474,-0.5584591
train,1687,0.0046937675,1.0661188,1.5409187,0.061228465,-0.068321794,0.06155336,-1.0001966,1.0,-0.98875284,-1.9887528,-0.98875284,train/0559n01a3s041.png,0.020731442,1.5616502,0.031198548,-0.968998
train,1688,-0.29376724,0.4062255,1.6564227,-0.044054314,0.11372992,0.04023931,-0.7440471,1.0,-0.528649,-1.5286489,-0.528649,train/0713n01a2s033.png,0.052349787,1.7087725,-0.0853096,-0.82935673
train,1689,0.430903,-1.3765529,-1.4465498,-0.089811996,0.030266637,-0.025876641,1.7176439,1.0,1.0588672,0.058867157,1.0588672,train/0289n02a2s058.png,0.13106884,-1.315481,0.029680794,1.7473247
train,1690,-0.114790544,0.2514055,0.9879333,-0.0021203363,-0.042353544,0.046031248,-0.36831638,0.0,-1.2123209,-1.2123209,-0.21232092,train/0160n03a2s066.png,-0.17435147,0.8135818,-0.0038048348,-0.3721212
train,1691,0.49317327,-0.5110817,0.21287756,-0.020403368,0.035679854,-0.046922293,0.98385155,0.0,-1.7461463,-1.7461463,-0.7461464,train/0242n01a2s108.png,-0.032357384,0.18052018,-0.0061850995,0.97766644
train,1692,-0.9193396,-0.084223576,0.4510687,-0.10416889,-0.049977213,0.05825978,-0.9392849,1.0,1.9458702,0.94587016,1.9458702,train/0743n02a3s178.png,-0.008367472,0.44270122,-0.014823404,-0.9541083
train,1693,-1.2016152,-0.28265113,-0.41089657,0.0024727688,0.06587564,0.062077202,-0.9164913,1.0,3.3762043,2.3762043,3.3762043,train/0505n02a1s147.png,-0.04659256,-0.45748913,0.041545063,-0.87494624
train,1694,-0.4207217,-0.69997334,1.0968981,0.029629696,0.007439237,-0.0022956948,0.30888134,0.0,-0.75775033,-0.75775033,0.24224973,train/0768n01a4s047.png,-0.15395634,0.9429417,-0.07986381,0.22901753
train,1695,-0.46614888,-1.022743,-0.6829361,-0.061726432,0.08651647,0.035830095,0.4948677,1.0,2.151064,1.1510639,2.151064,train/2365n01a1s063.png,0.06675085,-0.61618525,-0.05520623,0.43966147
train,1696,-0.077250354,1.2324271,-0.41027686,0.0001305321,0.007996978,0.059001863,-1.309547,0.0,0.123779416,0.123779416,1.1237794,train/0655n08a4s509.png,0.009726739,-0.40055013,0.041083083,-1.2684639
train,1697,0.43197414,0.936163,-0.85498226,0.02650026,-0.009546309,0.045888186,-0.47768864,1.0,0.5369222,-0.46307784,0.5369222,train/0749n06a4s097.png,-0.022993969,-0.87797624,0.015860897,-0.46182775
train,1698,-1.7354121,0.8956788,-0.36877272,-0.02868025,0.034297176,-0.038539123,-2.6597712,0.0,3.3010578,3.3010578,4.301058,train/0830n01a2s185.png,0.2849604,-0.083812326,0.7251893,-1.9345819
train,1699,-0.67780733,-0.4882501,0.060952436,-0.01937993,0.00728616,-0.040976103,-0.20893715,1.0,1.7536862,0.7536862,1.7536862,train/0145n02a1s061.png,-0.025272192,0.035680242,0.025022943,-0.18391421
train,1700,0.3175236,0.28433785,0.26232815,0.08438661,-0.027033126,0.14071387,0.11757236,0.0,-1.2566614,-1.2566614,-0.25666147,train/0678n01a3s106.png,0.031934734,0.2942629,-0.00025540486,0.117316954
train,1701,-0.71436113,-0.14565665,-0.29526094,-0.004875061,0.026758164,0.081302166,-0.57357955,0.0,1.3052853,1.3052853,2.3052855,train/0052n01a1s082.png,-0.045459446,-0.3407204,-0.017007945,-0.5905875
train,1702,-0.7888722,0.030315198,2.750306,-0.06371357,0.11590965,0.02383368,-0.88290095,0.0,-1.6487279,-1.6487279,-0.6487279,train/0284n03a3s111.png,-0.34057018,2.4097357,0.17548966,-0.7074113
train,1703,0.40064067,-0.2537883,-0.42373198,0.0678357,0.0018974608,-0.115011334,0.72226465,0.0,-0.9925607,-0.9925607,0.0074393153,train/0489n07a1s095.png,-0.017936267,-0.44166824,-0.029831717,0.69243294
train,1704,-0.25120497,0.005616673,0.75694084,-0.0031839726,0.005480991,0.012655771,-0.2600056,0.0,-0.7418751,-0.7418751,0.25812483,train/0694n01a4s097.png,0.019062916,0.7760038,-0.037639,-0.2976446
train,1705,-0.21515635,-0.099015504,0.3181896,-0.009255144,0.0149473045,-0.093998864,-0.12539598,0.0,-0.48187575,-0.48187575,0.5181242,train/0860n02a2s152.png,0.055542905,0.3737325,-0.018916402,-0.14431238
train,1706,-0.2594098,0.18119982,-0.7983539,-0.008128661,-0.043002643,0.036864977,-0.44873828,1.0,1.8540385,0.8540385,1.8540385,train/0110n02a2s049.png,0.06896103,-0.7293929,0.0057121087,-0.44302616
train,1707,-0.57277656,0.2898315,-0.33397698,0.046252783,0.03528324,-0.00022263234,-0.8163553,1.0,1.9793074,0.9793074,1.9793074,train/0291n01a2s081.png,-0.03435519,-0.36833218,0.039904043,-0.77645123
train,1708,-0.6423507,-0.6081936,0.972866,-0.008447859,0.019636745,-0.0485367,-0.042604957,0.0,-0.23670131,-0.23670131,0.7632985,train/0902n01a2s092.png,-0.07657858,0.89628744,0.10476868,0.06216372
train,1709,0.41405833,-0.281536,-0.9617784,0.03390835,0.00059519237,0.004284403,0.7295027,0.0,-0.36205387,-0.36205387,0.6379461,train/0171n01a2s023.png,0.05976442,-0.90201396,0.0929936,0.8224963
train,1710,-0.22901088,0.57679194,-0.16766688,-0.004029404,0.058286577,0.052508622,-0.8098322,0.0,0.17819726,0.17819726,1.1781973,train/0434n02a2s239.png,0.0028201172,-0.16484676,0.014099579,-0.7957326
train,1711,-0.43167734,0.5537387,0.32927495,-0.0022695912,-0.022892294,0.08026362,-0.9876856,0.0,0.114343345,0.114343345,1.1143434,train/0820n04a1s208.png,-0.030885752,0.2983892,0.03529111,-0.9523945
train,1712,0.17677343,0.0049603744,-1.5223494,0.029568864,0.0714547,0.09487995,0.20138192,1.0,1.7636824,0.7636825,1.7636824,train/0117n01a4s059.png,0.19346994,-1.3288794,-0.37884218,-0.17746025
train,1713,-0.14626546,0.6922666,1.339517,-0.056002803,-0.017006805,0.00080724445,-0.8945348,0.0,-1.5461788,-1.5461788,-0.5461788,train/0119n02a1s197.png,-0.041689124,1.2978278,-0.038329955,-0.9328648
train,1714,0.003106093,-1.2316148,0.7263174,0.018991377,-0.044428717,0.0070999935,1.2537123,0.0,-1.2254295,-1.2254295,-0.22542965,train/0850n01a4s050.png,0.002210126,0.72852755,0.08088345,1.3345958
train,1715,-1.2195866,-0.4534208,-0.9154369,0.0774395,-0.016619183,-0.07060189,-0.68872637,1.0,3.784008,2.7840083,3.784008,train/0083n02a4s116.png,0.020656766,-0.89478016,0.016528385,-0.672198
train,1716,-0.18618412,0.95421714,-0.8449602,-0.017786996,0.04571248,-0.056860656,-1.1581882,0.0,0.66046786,0.66046786,1.6604679,train/0725n01a1s211.png,-0.020037204,-0.8649974,-0.063055694,-1.2212439
train,1717,0.86841786,0.50381076,-1.1974539,0.019594267,0.045755204,-0.09514259,0.38420135,0.0,-1.1345245,-1.1345245,-0.13452446,train/0298n07a2s289.png,0.33034474,-0.8671091,-0.16211392,0.22208743
train,1718,-0.6791981,-0.1907192,-0.33672366,0.022985483,0.05674262,-0.0024494142,-0.4654934,0.0,1.1926705,1.1926705,2.1926703,train/0858n02a4s166.png,0.035492003,-0.30123165,0.00595717,-0.45953625
train,1719,-0.26053938,0.9099693,-0.6142302,0.07353992,0.011163967,-0.0349959,-1.0969687,1.0,1.600313,0.60031307,1.600313,train/0844n03a1s347.png,-0.04201152,-0.6562417,-0.0034802938,-1.100449
train,1720,0.7462376,-0.448391,0.43075904,0.01771677,-0.014071553,0.029497817,1.2123454,1.0,-1.3937364,-2.3937364,-1.3937364,train/0811n01a1s236.png,0.007143623,0.43790266,0.030424472,1.2427698
train,1721,-1.095889,-0.9048474,2.0173454,0.026211748,-0.009171083,-0.084226094,-0.16482984,0.0,-0.40979362,-0.40979362,0.5902064,train/0044n02a3s066.png,-0.040347304,1.9769981,-0.09971813,-0.26454797
train,1722,-0.9309564,-0.031396713,-1.335442,0.065089665,0.024982058,0.07164595,-0.8344701,1.0,3.769001,2.7690008,3.769001,train/0912n03a4s071.png,0.0017548171,-1.3336872,-0.044803552,-0.87927365
train,1723,0.8661347,0.41479266,0.08361799,-0.01565422,-0.0115400385,-0.123186946,0.43568784,0.0,-2.4390745,-2.4390745,-1.4390743,train/0510n06a1s101.png,-0.0074716695,0.07614632,0.0040343553,0.43972218
train,1724,0.009657721,-0.25777084,-1.1925732,0.020070493,0.011743912,0.02229019,0.28749904,0.0,0.69554794,0.69554794,1.695548,train/0360n04a4s218.png,0.19762412,-0.9949491,-0.255955,0.03154403
train,1725,-0.45561188,0.53989464,-1.3803207,0.025123466,-0.06890377,-0.034662344,-0.97038305,0.0,1.7568822,1.7568822,2.7568822,train/0626n01a3s074.png,0.040663354,-1.3396573,-0.03466633,-1.0050493
train,1726,0.27446005,-1.1065675,0.42355472,0.00047957353,0.06439448,-0.02094194,1.3815072,1.0,-0.49341673,-1.4934168,-0.49341673,train/0044n03a4s071.png,-0.008030464,0.41552424,-0.021253573,1.3602536
train,1727,-0.6838926,-1.3356837,1.3004798,-0.02182652,0.05891491,0.008756109,0.6299646,0.0,-0.4239384,-0.4239384,0.5760616,train/0119n01a1s165.png,-0.26891902,1.0315608,-0.10515227,0.52481234
train,1728,-0.47493237,-0.048543688,1.6935607,-0.011883255,-0.005387137,-0.022102796,-0.43827194,1.0,-0.2657987,-1.2657988,-0.2657987,train/0427n01a3s133.png,0.06602993,1.7595906,0.010758427,-0.4275135
train,1729,0.42665812,-0.24663824,-0.71211934,-0.042061757,0.05446893,0.05391239,0.6312346,1.0,0.4127155,-0.5872845,0.4127155,train/0508n01a2s076.png,-0.0097167455,-0.7218361,-0.083103515,0.54813105
train,1730,0.07806436,-0.543829,0.7689689,0.049696546,0.0013901478,-0.028949413,0.67159,0.0,-1.454047,-1.454047,-0.45404702,train/0925n01a1s170.png,-0.01670924,0.7522596,-0.022309145,0.64928085
train,1731,0.5663485,0.06155624,-1.3467808,0.051280875,0.01261321,0.028627595,0.5560731,0.0,-0.25728858,-0.25728858,0.7427114,train/0112n01a4s032.png,0.50324833,-0.84353244,0.06065637,0.6167295
train,1732,-0.26973733,-1.1139553,-0.5063433,-0.026543483,0.07621249,-0.01016845,0.8176744,0.0,0.53564954,0.53564954,1.5356495,train/0048n03a3s188.png,-0.016308082,-0.5226514,0.01701951,0.8346939
train,1733,-0.6299712,-1.2826307,0.461114,-0.008315807,0.013728348,0.019975036,0.6443437,0.0,0.3188035,0.3188035,1.3188035,train/0698n02a4s344.png,-0.040909007,0.420205,0.031561203,0.67590487
train,1734,-1.3841605,-0.8349816,-1.5768228,-0.052720185,0.039411273,-0.096836925,-0.6018991,1.0,4.7483068,3.7483068,4.7483068,train/0773n05a4s084.png,0.16633703,-1.4104857,-0.051926143,-0.6538252
train,1735,1.151636,-0.5823966,-0.29387373,0.0042343703,-0.06644536,-0.092491835,1.738267,1.0,-1.6018901,-2.60189,-1.6018901,train/1011n02a2s073.png,-0.022190806,-0.31606454,-0.03955632,1.6987107
train,1736,-1.0511938,-0.15353796,-1.0234481,0.07187608,-0.040928658,0.02774905,-0.8257798,1.0,3.653585,2.653585,3.653585,train/0858n07a2s246.png,0.10142815,-0.92201996,-0.027484603,-0.8532644
train,1737,1.2758942,0.20896585,-0.08319436,0.06380084,0.0637875,-0.07633003,1.1307291,1.0,-2.0449238,-3.044924,-2.0449238,train/0057n01a1s163.png,-0.04139487,-0.124589235,-0.012832671,1.1178964
train,1738,-0.71054876,0.605992,-0.7543302,0.044418838,-0.0030054038,-0.02096477,-1.2721219,1.0,2.6544628,1.654463,2.6544628,train/0084n06a2s123.png,-0.016625931,-0.77095616,-0.016635634,-1.2887576
train,1739,0.34281763,-0.21656789,0.576177,-0.01089526,0.03905208,0.05175699,0.5484903,0.0,-1.7100554,-1.7100554,-0.7100553,train/0195n04a4s051.png,0.03322685,0.60940385,0.053086504,0.6015768
train,1740,-0.3287788,-1.367552,0.73288566,-0.06383447,-0.021822447,0.0032824338,0.9749388,0.0,-0.5720456,-0.5720456,0.42795438,train/0790n02a2s145.png,-0.01144886,0.7214368,-0.001943492,0.97299534
train,1741,-0.09102053,0.38846213,-0.34661603,0.040719822,-0.0028193828,0.045788936,-0.43876284,0.0,0.07444602,0.07444602,1.074446,train/0750n01a1s065.png,-0.015254066,-0.3618701,0.02493634,-0.4138265
train,1742,-1.4107205,-0.91384035,-0.3609386,0.0064171776,0.03521252,-0.06709763,-0.49046293,0.0,2.6152818,2.6152818,3.615282,train/0449n02a3s059.png,-0.0012502737,-0.36218888,0.0147323385,-0.4757306
train,1743,0.18229762,0.9019085,-0.42424053,-0.0059042186,0.015853433,-0.053068247,-0.7255151,1.0,0.506577,-0.49342296,0.506577,train/0866n01a3s051.png,-0.0030907462,-0.42733127,-0.0028688894,-0.728384
train,1744,-0.14813745,-0.23264268,0.34902087,-0.032678224,0.10871085,0.048664358,0.051827006,0.0,-0.5040816,-0.5040816,0.4959184,train/0074n01a1s077.png,0.0212717,0.37029257,0.040485002,0.09231201
train,1745,0.8814722,-0.71367675,0.4479608,-0.052078016,-0.058122456,-0.03266227,1.5430709,1.0,-1.7435675,-2.7435675,-1.7435675,train/0423n01a3s174.png,-0.04844129,0.3995195,-0.01920235,1.5238686
train,1746,-0.1271746,0.045720905,0.44759905,0.019749824,0.075601935,-0.016422352,-0.15314569,0.0,-0.7096722,-0.7096722,0.2903278,train/0262n01a2s109.png,0.045352224,0.49295127,0.04965527,-0.10349041
train,1747,-0.70153135,-0.20461275,-0.9452804,0.060634542,0.06605509,-0.0544958,-0.43628407,0.0,1.7938473,1.7938473,2.7938473,train/0136n02a2s080.png,0.0026621085,-0.94261825,0.051423077,-0.384861
train,1748,-0.7920535,0.5785342,1.0539,-0.02401045,0.008132354,0.0022142357,-1.3945981,0.0,0.03242123,0.03242123,1.0324214,train/0576n03a4s199.png,-0.02448282,1.0294172,-0.10701321,-1.5016114
train,1749,-0.1955004,0.63016576,-1.1917535,0.055913985,-0.02639806,-0.0013999115,-0.7697522,1.0,2.0813544,1.0813544,2.0813544,train/0686n05a4s127.png,-0.098013215,-1.2897667,0.037387762,-0.7323644
train,1750,-0.12422869,0.033191256,-0.360096,-0.018564036,0.06552329,-0.022234775,-0.17598398,0.0,0.08631861,0.08631861,1.0863186,train/0052n01a2s085.png,-0.014110732,-0.37420675,-0.020661606,-0.19664559
train,1751,-1.2501676,-0.44304597,-0.68328846,-0.00901053,0.028386397,0.08067023,-0.8161322,0.0,2.7642937,2.7642937,3.7642937,train/0199n04a1s172.png,-0.061393436,-0.7446819,0.006497015,-0.80963516
train,1752,1.0214671,0.5421764,-0.643136,-0.004047013,-0.03322593,-0.121851206,0.47524366,0.0,-2.0216494,-2.0216494,-1.0216494,train/0068n06a1s217.png,0.04030345,-0.60283256,0.06571522,0.5409589
train,1753,0.21616992,0.65008104,-1.9461292,0.0064173,-0.0009989225,-0.0022345225,-0.4274938,1.0,2.0115547,1.0115548,2.0115547,train/0681n01a2s326.png,0.10120731,-1.844922,-0.31350678,-0.7410006
train,1754,-0.3227394,-0.12320246,-0.3829814,-0.031174783,0.045586232,0.033268362,-0.23071171,0.0,0.5617286,0.5617286,1.5617285,train/0549n06a4s134.png,0.013737484,-0.36924392,-0.035213273,-0.265925
train,1755,0.55675334,1.3400277,-0.23843932,0.06487646,-0.01971369,-0.040026102,-0.7183979,1.0,-0.41509342,-1.4150934,-0.41509342,train/0145n02a4s059.png,0.042139955,-0.19629937,-0.01071677,-0.7291147
train,1756,-0.38593233,-0.7290231,1.2984028,-0.04295426,-0.03913654,0.0638689,0.3001365,0.0,-0.96266925,-0.96266925,0.037330747,train/0141n02a2s205.png,-0.011786344,1.2866164,-0.17794554,0.12219097
train,1757,-0.98930436,-1.1358207,0.8343952,-0.0020310774,0.032939155,-0.007295997,0.14448531,1.0,1.6369176,0.6369176,1.6369176,train/0066n01a2s450.png,0.063105986,0.8975012,-0.016154954,0.12833035
train,1758,-0.31694677,-0.53770566,0.8794945,0.048161,-0.00046728086,-0.05272997,0.2689199,0.0,-0.7983309,-0.7983309,0.20166916,train/0829n01a2s144.png,-0.047322176,0.83217233,0.027431447,0.29635134
train,1759,0.30156335,-0.98938495,-1.239474,-0.09139361,0.044087734,-0.029150179,1.1995547,0.0,0.107197165,0.107197165,1.1071972,train/0421n01a2s043.png,-0.09021523,-1.3296893,0.14923048,1.3487852
train,1760,-0.14885034,0.16694696,1.7748897,-0.038641326,-0.0077046426,0.046873875,-0.35443863,0.0,-1.9303151,-1.9303151,-0.93031514,train/0437n01a1s161.png,0.0551737,1.8300635,0.0013471524,-0.35309148
train,1761,0.16578864,-0.269136,0.7030266,-0.0045752833,-0.0493657,0.047671404,0.43034938,0.0,-1.4869325,-1.4869325,-0.48693246,train/0066n02a1s583.png,0.054330084,0.7573567,0.021030659,0.45138004
train,1762,0.35395214,1.7887347,0.75587416,-0.05558325,-0.00883832,-0.038418904,-1.4903657,1.0,-1.0021973,-2.0021973,-1.0021973,train/0782n01a1s108.png,-0.034498665,0.72137547,0.11153274,-1.378833
train,1763,1.3399781,-0.28888446,0.68264,-0.015026057,-0.054693874,0.021380924,1.6138365,0.0,-3.8412154,-3.8412154,-2.8412154,train/0785n05a2s145.png,-0.008528792,0.67411125,-0.0683858,1.5454507
train,1764,0.3399213,0.7107963,-0.12226721,0.039035253,0.003022922,-0.036614604,-0.33183974,0.0,-1.09419,-1.09419,-0.09418997,train/0045n01a3s025.png,0.010603789,-0.111663416,0.035078026,-0.29676172
train,1765,1.1379131,-0.16024713,-0.78797424,-0.0118623795,0.084823094,-0.09847541,1.2862978,0.0,-2.0863276,-2.0863276,-1.0863274,train/0074n01a1s080.png,-0.027489882,-0.81546414,-0.012368771,1.273929
train,1766,0.8795583,-0.87460166,1.1676418,-0.08116808,0.0021443928,0.041131165,1.6729919,0.0,-3.3856273,-3.3856273,-2.3856273,train/1011n01a2s055.png,-0.11014131,1.0575005,0.179033,1.8520249
train,1767,-1.4007128,0.067386486,0.6006834,0.030771906,0.049336113,0.01888157,-1.4373275,0.0,1.7196238,1.7196238,2.7196238,train/0928n01a1s092.png,0.0522643,0.65294766,-0.103839636,-1.5411671
train,1768,-0.5023928,-1.0032359,0.6312608,-0.030633107,0.010140235,0.006540136,0.47021002,0.0,-0.119934976,-0.119934976,0.88006496,train/0562n02a3s215.png,-0.042728882,0.5885319,0.019554762,0.48976478
train,1769,-0.1582278,0.38643447,0.5404054,0.035728145,0.038479876,-0.030141998,-0.5089341,0.0,-0.7540918,-0.7540918,0.24590814,train/0445n02a2s267.png,-0.059451498,0.4809539,0.024815107,-0.48411897
train,1770,-0.7971091,-0.223813,-0.067875385,0.04715563,0.03257073,-0.012795247,-0.5261405,1.0,2.1492984,1.1492984,2.1492984,train/0765n03a2s091.png,-0.03914643,-0.107021816,0.028355055,-0.49778545
train,1771,1.2382914,-0.7530208,1.0253258,-0.08266911,-0.04776904,-0.031932138,1.9086431,0.0,-4.0338407,-4.0338407,-3.0338407,train/0064n01a2s081.png,-0.14386378,0.881462,-0.114873044,1.7937701
train,1772,0.091394626,0.48275062,1.4501988,-0.050393444,0.030577073,0.0999745,-0.44174942,0.0,-2.0330136,-2.0330136,-1.0330136,train/0861n01a3s051.png,0.20656388,1.6567626,-0.098543026,-0.54029244
train,1773,-0.07965014,0.43834484,-1.2229341,0.020922406,0.01286634,-0.049233783,-0.4970726,0.0,0.83300066,0.83300066,1.8330007,train/0076n02a2s130.png,-0.0263413,-1.2492754,0.041752726,-0.45531988
train,1774,0.47397688,0.729366,1.5131719,-0.016706154,-0.014587519,-0.018767497,-0.27209526,0.0,-2.9798932,-2.9798932,-1.9798932,train/0363n01a4s122.png,0.13227321,1.6454451,-0.038111225,-0.31020647
train,1775,0.14409266,-0.78187954,0.8677645,-0.0053172256,0.028612632,0.03370851,0.920655,1.0,-0.62224126,-1.6222413,-0.62224126,train/0698n02a1s349.png,-0.027148094,0.8406164,0.0087444335,0.92939943
train,1776,0.27154347,-0.07396448,-1.0936176,-0.105254546,-0.03810836,-0.088460326,0.2402534,0.0,-0.037929714,-0.037929714,0.9620702,train/0048n03a3s187.png,0.11141058,-0.982207,-0.012175733,0.22807766
train,1777,0.42787182,0.45576456,-0.05740761,0.020189334,0.05723129,-0.054375317,-0.007703405,0.0,-1.3527113,-1.3527113,-0.35271132,train/0734n01a1s156.png,-0.019106014,-0.076513626,0.021840619,0.014137214
train,1778,-0.2028519,0.35366923,-2.3748195,-0.097532414,0.03429512,-0.06259667,-0.6540535,0.0,2.2179267,2.2179267,3.2179265,train/0510n02a3s041.png,0.3736988,-2.0011208,-0.1348264,-0.78887993
train,1779,1.0917064,0.9675168,1.7396151,-0.015775168,0.050005633,-0.019660808,0.10841445,1.0,-3.4426885,-4.4426885,-3.4426885,train/0800n02a2s109.png,0.05046506,1.7900802,-0.07550335,0.0329111
train,1780,-0.063222244,0.18185186,0.7941977,-0.13445523,-0.08301289,0.09356913,-0.37952936,1.0,-0.07418406,-1.0741841,-0.07418406,train/0216n02a4s079.png,0.022153042,0.8163507,-0.021931393,-0.40146074
train,1781,-0.030999962,0.6341391,0.6747826,-0.08128088,-0.030881053,0.009015902,-0.74641997,0.0,-1.1037667,-1.1037667,-0.10376674,train/0372n02a1s101.png,-0.03877472,0.63600785,-0.039369147,-0.78578913
train,1782,-0.5200748,-0.60971385,0.2937354,0.17537196,0.06961898,-0.020187335,0.265011,0.0,0.2262268,0.2262268,1.2262269,train/0462n03a4s336.png,0.0202817,0.31401712,-0.0018637598,0.26314726
train,1783,0.36904916,0.9666387,-0.41928014,-0.010682765,-0.0430656,-0.058940824,-0.60827225,0.0,-0.877759,-0.877759,0.12224102,train/0129n01a1s050.png,-0.020829476,-0.4401096,0.0109872185,-0.59728503
train,1784,0.9584832,-0.8925197,0.67474294,0.06872816,0.0034705661,-0.032478888,1.9197311,0.0,-3.1241884,-3.1241884,-2.1241884,train/0790n02a2s131.png,0.18810011,0.86284304,-0.045932896,1.8737983
train,1785,-0.11713425,0.42000958,0.81662583,-0.112798326,-0.032305177,0.091669984,-0.64994216,0.0,-0.9906874,-0.9906874,0.00931263,train/0312n02a2s052.png,0.017034883,0.8336607,0.08291287,-0.5670293
train,1786,0.5244647,0.9098602,0.3643391,0.0014033231,0.031626794,-0.008027528,-0.38399214,0.0,-1.9212961,-1.9212961,-0.9212961,train/0045n11a1s085.png,0.04160072,0.40593982,0.044082824,-0.33990932
train,1787,-0.5581512,-0.6750256,1.3105897,-0.09257168,-0.070104346,0.03247514,0.024302714,1.0,0.3381878,-0.6618122,0.3381878,train/0714n01a2s136.png,-0.35414407,0.9564456,0.08221954,0.106522255
train,1788,1.7134225,1.0308502,-0.5444444,-0.01128591,0.011351918,-0.09623363,0.67128646,1.0,-2.4786344,-3.4786344,-2.4786344,train/0398n11a1s183.png,0.02868544,-0.51575893,-0.012902812,0.65838367
train,1789,0.31875873,0.32591107,0.0610412,0.04138315,0.03207567,0.07144321,0.034230802,0.0,-1.1271155,-1.1271155,-0.12711546,train/0061n05a1s091.png,0.00059438864,0.061635587,0.014047572,0.048278376
train,1790,-0.6450843,-1.0232037,1.2574334,-0.02975876,-0.000863849,0.0668833,0.34836066,0.0,-0.40038145,-0.40038145,0.59961843,train/0082n01a2s167.png,-0.24176696,1.0156665,0.10203706,0.45039773
train,1791,-1.6197464,-0.56208694,-0.21290363,0.10548402,0.072734535,0.08574473,-0.9521755,0.0,3.0381413,3.0381413,4.038141,train/0686n06a2s134.png,-0.022881234,-0.23578487,0.025011957,-0.92716354
train,1792,0.10150542,0.03154184,-0.7439483,0.045930885,-0.0019086438,-0.009113365,0.11589447,0.0,0.031824052,0.031824052,1.0318241,train/0940n01a2s218.png,-0.09278144,-0.8367297,-0.023369387,0.09252508
train,1793,-1.2813118,-0.0089491755,0.7023365,0.019159028,0.12260014,-0.043349184,-1.2532035,1.0,2.3169377,1.3169377,2.3169377,train/0849n02a2s126.png,-0.049063336,0.65327317,0.055999823,-1.1972036
train,1794,-1.0052595,-0.8307732,-0.6310671,-0.09500854,-0.05505053,0.014650151,-0.2694949,0.0,2.1562362,2.1562362,3.1562362,train/0880n03a4s124.png,0.02204384,-0.6090233,-0.05698349,-0.3264784
train,1795,0.6081805,0.37663823,-0.7621465,0.020663299,-0.03865231,-0.00073179515,0.25220558,0.0,-0.9549464,-0.9549464,0.0450536,train/0867n02a3s277.png,-0.08630923,-0.8484557,-0.004087648,0.24811794
train,1796,-0.8008572,-1.5472196,0.2414166,-0.027178599,0.06268034,0.023275256,0.71918386,0.0,0.88357306,0.88357306,1.8835728,train/0892n02a1s061.png,-0.05287811,0.18853849,0.007344957,0.7265288
train,1797,0.2949507,-1.0723529,-0.42677054,-0.0033658165,0.021048686,-0.007941443,1.3639377,0.0,-0.67107224,-0.67107224,0.32892776,train/1002n03a2s256.png,-0.015468832,-0.44223937,-0.009515388,1.3544223
train,1798,0.9217534,1.1060954,-0.8345209,0.051332314,0.049880072,0.023064341,-0.13300972,1.0,-0.48592156,-1.4859216,-0.48592156,train/0368n02a4s042.png,0.048583023,-0.78593785,-0.025959764,-0.15896948
